#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT.INDICATOR..I.,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
2827,Oregon,OR,4,H4OR04091,,Jacob,Boone,"Boone, Jacob",,LBT,,,,,3190,0.85%,,,
2828,Oregon,OR,4,H4OR04083,,Michael Paul,Marsh,"Marsh, Michael Paul",,CON,,,,,1799,0.48%,,,
2829,Oregon,OR,4,,,,Scattered,Scattered,,W,,,,,427,0.11%,,,
2830,Oregon,OR,4,,,,,,District Votes:,,131707,,,,374909,,,,
2831,Oregon,OR,5,H6OR05069,(I),Darlene,Hooley,"Hooley, Darlene",,D,59407,85.11%,,,184833,52.86%,,,
2832,Oregon,OR,5,H4OR05189,,Andrew,Kaza,"Kaza, Andrew",,D,10027,14.37%,,,,,,,
2833,Oregon,OR,5,,,,Scattered,Scattered,,W(D),366,0.52%,,,,,,,
2834,Oregon,OR,5,,,,,,Party Votes:,D,69800,,,,,,,,
2835,Oregon,OR,5,H4OR05163,,Jim,Zupancic,"Zupancic, Jim",,R,37856,55.83%,,,154993,44.33%,,,
2836,Oregon,OR,5,H4OR05171,,Jackie,Winters,"Winters, Jackie",,R,29529,43.55%,,,,,,,
2837,Oregon,OR,5,,,,Scattered,Scattered,,W(R),426,0.63%,,,,,,,
2838,Oregon,OR,5,,,,,,Party Votes:,R,67811,,,,,,,,
2839,Oregon,OR,5,H4OR05205,,Jerry,Defoe,"Defoe, Jerry",,LBT,,,,,6463,1.85%,,,
2840,Oregon,OR,5,H4OR05197,,Joseph H.,Bitz,"Bitz, Joseph H.",,CON,,,,,2971,0.85%,,,
2841,Oregon,OR,5,,,,Scattered,Scattered,,W,,,,,374,0.11%,,,
2842,Oregon,OR,5,,,,,,District Votes:,,137611,,,,349634,,,,
2843,Oregon,OR,H,,,,,,House Votes:,,622800,,,,1772306,,,,
2844,Oregon,OR,S,S6OR00110,(I),Ron,Wyden,"Wyden, Ron",,D,345219,99.03%,,,1128728,63.39%,,,
2845,Oregon,OR,S,,,,Scattered,Scattered,,W(D),3387,0.97%,,,,,,,
2846,Oregon,OR,S,,,,,,Party Votes:,D,348606,,,,,,,,
2847,Oregon,OR,S,S4OR00107,,Al,King,"King, Al",,R,85035,35.16%,,,565254,31.75%,,,
2848,Oregon,OR,S,S4OR00099,,Bruce,Broussard,"Broussard, Bruce",,R,53084,21.95%,,,,,,,
2849,Oregon,OR,S,S4OR00073,,Thomas Lee,Abshier,"Abshier, Thomas Lee",,R,51879,21.45%,,,,,,,
2850,Oregon,OR,S,S4OR00081,,Earl,Bowerman,"Bowerman, Earl",,R,18779,7.77%,,,,,,,
2851,Oregon,OR,S,S4OR00115,,Philip,Petrie,"Petrie, Philip",,R,15838,6.55%,,,,,,,
2852,Oregon,OR,S,S4OR00065,,Pavel,Goberman,"Goberman, Pavel",,R,12230,5.06%,,,,,,,
2853,Oregon,OR,S,,,,Scattered,Scattered,,W(R),4990,2.06%,,,,,,,
2854,Oregon,OR,S,,,,,,Party Votes:,R,241835,,,,,,,,
2855,Oregon,OR,S,S4OR00123,,Teresa,Keane,"Keane, Teresa",,PG,,,,,43053,2.42%,,,
2856,Oregon,OR,S,S2OR00119,,Dan,Fitzgerald,"Fitzgerald, Dan",,LBT,,,,,29582,1.66%,,,
2857,Oregon,OR,S,S4OR00149,,David,Brownlow,"Brownlow, David",,CON,,,,,12397,0.70%,,,
2858,Oregon,OR,S,,,,Scattered,Scattered,,W,,,,,1536,0.09%,,,
2859,Oregon,OR,S,,,,,,Senate Votes:,,590441,,,,1780550,,,,
2860,Oregon,OR,,,,,,,Total State Votes:,,1213241,,,,3552856,,,,
2861,Pennsylvania,PA,1,H8PA01153,(I),Robert A.,Brady,"Brady, Robert A.",,D,45426,100.00%,,,214462,86.27%,,,
2862,Pennsylvania,PA,1,,,,,,Party Votes:,D,45426,,,,,,,,
2863,Pennsylvania,PA,1,H4PA01087,,Deborah L.,Williams,"Williams, Deborah L.",,R,6486,100.00%,,,33266,13.38%,,,
2864,Pennsylvania,PA,1,,,,,,Party Votes:,R,6486,,,,,,,,
2865,Pennsylvania,PA,1,H4PA01095,,Christopher,Randolph,"Randolph, Christopher",,RAN,,,,,857,0.34%,,,
2866,Pennsylvania,PA,1,,,,Scattered,Scattered,,W,,,,,2,0.00%,,,
2867,Pennsylvania,PA,1,,,,,,District Votes:,,51912,,,,248587,,,,
2868,Pennsylvania,PA,2,H2PA02055,(I),Chaka,Fattah,"Fattah, Chaka",,D,61456,100.00%,,,253226,88.04%,,,
2869,Pennsylvania,PA,2,,,,,,Party Votes:,D,61456,,,,,,,,
2870,Pennsylvania,PA,2,H4PA02044,,Stewart,Bolno,"Bolno, Stewart",,R,7058,100.00%,,,34411,11.96%,,,
2871,Pennsylvania,PA,2,,,,,,Party Votes:,R,7058,,,,,,,,
2872,Pennsylvania,PA,2,,,,,,District Votes:,,68514,,,,287637,,,,
2873,Pennsylvania,PA,3,H4PA21051,(I),Phil,English,"English, Phil",,R,50634,100.00%,,,166580,60.07%,,,
2874,Pennsylvania,PA,3,,,,,,Party Votes:,R,50634,,,,,,,,
2875,Pennsylvania,PA,3,H4PA03075,,Steven,Porter,"Porter, Steven",,D,32544,100.00%,,,110684,39.91%,,,
2876,Pennsylvania,PA,3,,,,,,Party Votes:,D,32544,,,,,,,,
2877,Pennsylvania,PA,3,,,,Scattered,Scattered,,W,,,,,59,0.02%,,,
2878,Pennsylvania,PA,3,,,,,,District Votes:,,83178,,,,277323,,,,
2879,Pennsylvania,PA,4,H0PA04154,(I),Melissa,Hart,"Hart, Melissa",,R,53721,100.00%,,,204329,63.08%,,,
2880,Pennsylvania,PA,4,,,,,,Party Votes:,R,53721,,,,,,,,
2881,Pennsylvania,PA,4,H2PA04127,,Stevan,"Drobac, Jr.","Drobac, Stevan Jr.",,D,29024,61.04%,,,116303,35.90%,,,
2882,Pennsylvania,PA,4,H4PA04081,,Eric A.,Wafer,"Wafer, Eric A.",,D,18529,38.96%,,,,,,,
2883,Pennsylvania,PA,4,,,,,,Party Votes:,D,47553,,,,,,,,
2884,Pennsylvania,PA,4,H4PA04099,,Steven B.,Larchuk,"Larchuk, Steven B.",,HEA,,,,,3285,1.01%,,,
2885,Pennsylvania,PA,4,,,,Scattered,Scattered,,W,,,,,28,0.01%,,,
2886,Pennsylvania,PA,4,,,,,,District Votes:,,101274,,,,323945,,,,
2887,Pennsylvania,PA,5,H6PA05091,(I),John E.,Peterson,"Peterson, John E.",,R,47216,,,,192852,87.98%,,,
2888,Pennsylvania,PA,5,H4PA05047,,Bob,Perry,"Perry, Bob",,R,13501,,,,,,,,
2889,Pennsylvania,PA,5,,,,,,Party Votes:,R,60717,,,,,,,,
2890,Pennsylvania,PA,5,H0PA05052,,Thomas A.,Martin,"Martin, Thomas A.",,LBT,,,,,26239,11.97%,,,
2891,Pennsylvania,PA,5,,,,Scattered,Scattered,,W,,,,,107,0.05%,,,
2892,Pennsylvania,PA,5,,,,,,District Votes:,,60717,,,,219198,,,,
2893,Pennsylvania,PA,6,H2PA06114,(I),Jim ,Gerlach,"Gerlach, Jim ",,R,50809,100.00%,,,160348,51.00%,,,
2894,Pennsylvania,PA,6,,,,,,Party Votes:,R,50809,,,,,,,,
2895,Pennsylvania,PA,6,H4PA06045,,Lois,Murphy,"Murphy, Lois",,D,23310,100.00%,,,153977,48.98%,,,
2896,Pennsylvania,PA,6,,,,,,Party Votes:,D,23310,,,,,,,,
2897,Pennsylvania,PA,6,,,,Scattered,Scattered,,W,,,,,61,0.02%,,,
2898,Pennsylvania,PA,6,,,,,,District Votes:,,74119,,,,314386,,,,
2899,Pennsylvania,PA,7,H4PA07027,(I),Curt,Weldon,"Weldon, Curt",,R,66816,100.00%,,,196556,58.75%,,,
2900,Pennsylvania,PA,7,,,,,,Party Votes:,R,66816,,,,,,,,
2901,Pennsylvania,PA,7,H4PA07076,,Paul,Scoles,"Scoles, Paul",,D,*,,,,134932,40.33%,,,13
2902,Pennsylvania,PA,7,H4PA07068,,Greg,Philips,"Philips, Greg",,D,15552,100.00%,,,,,,,
2903,Pennsylvania,PA,7,,,,,,Party Votes:,D,15552,,,,,,,,
2904,Pennsylvania,PA,7,H4PA07084,,David,Jahn,"Jahn, David",,LBT,,,,,3039,0.91%,,,
2905,Pennsylvania,PA,7,,,,Scattered,Scattered,,W,,,,,20,0.01%,,,
2906,Pennsylvania,PA,7,,,,,,District Votes:,,82368,,,,334547,,,,
2907,Pennsylvania,PA,8,H4PA08074,,Michael G.,Fitzpatrick,"Fitzpatrick, Michael G.",,R,*,,,,183229,55.31%,,,14
2908,Pennsylvania,PA,8,H2PA08037,(I),Jim,Greenwood,"Greenwood, Jim",,R,38279,69.12%,,,,,,,
2909,Pennsylvania,PA,8,H4PA08066,,Joseph V.,Montone,"Montone, Joseph V.",,R,17098,30.88%,,,,,,,
2910,Pennsylvania,PA,8,,,,,,Party Votes:,R,55377,,,,,,,,
2911,Pennsylvania,PA,8,H4PA08058,,Virginia Waters,Schrader,"Schrader, Virginia Waters",,D,17313,61.28%,,,143427,43.30%,,,
2912,Pennsylvania,PA,8,H6PA08160,,Tom,Lingenfelter,"Lingenfelter, Tom",,D,10941,38.72%,,,,,,,
2913,Pennsylvania,PA,8,,,,,,Party Votes:,D,28254,,,,,,,,
2914,Pennsylvania,PA,8,H4PA08090,,Arthur L.,Farnsworth,"Farnsworth, Arthur L.",,LBT,,,,,3710,1.12%,,,
2915,Pennsylvania,PA,8,H4PA08082,,Erich G.,Lukas,"Lukas, Erich G.",,CON,,,,,898,0.27%,,,
2916,Pennsylvania,PA,8,,,,Scattered,Scattered,,W,,,,,12,0.00%,,,
2917,Pennsylvania,PA,8,,,,,,District Votes:,,83631,,,,331276,,,,
2918,Pennsylvania,PA,9,H2PA09035,(I),Bill,Shuster,"Shuster, Bill",,R,43097,51.34%,,,184320,69.48%,,,
2919,Pennsylvania,PA,9,H4PA09031,,Michael,DelGrosso,"DelGrosso, Michael",,R,40845,48.66%,,,,,,,
2920,Pennsylvania,PA,9,,,,,,Party Votes:,R,83942,,,,,,,,
2921,Pennsylvania,PA,9,H4PA09049,,Paul I.,Politis,"Politis, Paul I.",,D,28092,100.00%,,,80787,30.45%,,,
2922,Pennsylvania,PA,9,,,,,,Party Votes:,D,28092,,,,,,,,
2923,Pennsylvania,PA,9,,,,Scattered,Scattered,,W,,,,,165,0.06%,,,
2924,Pennsylvania,PA,9,,,,,,District Votes:,,112034,,,,265272,,,,
2925,Pennsylvania,PA,10,H8PA10055,(I),Don,Sherwood,"Sherwood, Don",,R,54115,100.00%,,,191967,92.81%,,,
2926,Pennsylvania,PA,10,,,,,,Party Votes:,R,54115,,,,,,,,
2927,Pennsylvania,PA,10,H4PA10047,,Veronica A.,Hannevig,"Hannevig, Veronica A.",,CON,,,,,14805,7.16%,,,
2928,Pennsylvania,PA,10,,,,Scattered,Scattered,,W,,,,,67,0.03%,,,
2929,Pennsylvania,PA,10,,,,,,District Votes:,,54115,,,,206839,,,,
2930,Pennsylvania,PA,11,H0PA11050,(I),Paul E.,Kanjorski,"Kanjorski, Paul E.",,D,35055,100.00%,,,171147,94.41%,,,
2931,Pennsylvania,PA,11,,,,,,Party Votes:,D,35055,,,,,,,,
2932,Pennsylvania,PA,11,H4PA11037,,Kenneth C.,Brenneman,"Brenneman, Kenneth C.",,CON,,,,,10105,5.57%,,,
2933,Pennsylvania,PA,11,,,,Scattered,Scattered,,W,,,,,33,0.02%,,,
2934,Pennsylvania,PA,11,,,,,,District Votes:,,35055,,,,181285,,,,
2935,Pennsylvania,PA,12,H6PA12030,(I),John P.,Murtha,"Murtha, John P.",,D,61190,100.00%,,,204504,99.90%,,,
2936,Pennsylvania,PA,12,,,,,,Party Votes:,D,61190,,,,,,,,
2937,Pennsylvania,PA,12,,,,Scattered,Scattered,,W,,,,,206,0.10%,,,
2938,Pennsylvania,PA,12,,,,,,District Votes:,,61190,,,,204710,,,,
2939,Pennsylvania,PA,13,H4PA13124,,Allyson,Schwartz,"Schwartz, Allyson",,D,24309,52.23%,,,171763,55.74%,,,
2940,Pennsylvania,PA,13,H4PA13132,,Joe,Torsella,"Torsella, Joe",,D,22232,47.77%,,,,,,,
2941,Pennsylvania,PA,13,,,,,,Party Votes:,D,46541,,,,,,,,
2942,Pennsylvania,PA,13,H8PA13075,,Melissa,Brown,"Brown, Melissa",,R,22656,38.74%,,,127205,41.28%,,,
2943,Pennsylvania,PA,13,H4PA13116,,Ellen M.,Bard,"Bard, Ellen M.",,R,20341,34.78%,,,,,,,
2944,Pennsylvania,PA,13,H2PA13094,,Al,Taubenberger,"Taubenberger, Al",,R,15492,26.49%,,,,,,,
2945,Pennsylvania,PA,13,,,,,,Party Votes:,R,58489,,,,,,,,
2946,Pennsylvania,PA,13,H2PA13102,,John P.,McDermott,"McDermott, John P.",,CON,,,,,5291,1.72%,,,
2947,Pennsylvania,PA,13,H4PA13157,,Chuck,Moulton,"Moulton, Chuck",,LBT,,,,,3865,1.25%,,,
2948,Pennsylvania,PA,13,,,,,,District Votes:,,105030,,,,308124,,,,
2949,Pennsylvania,PA,14,H4PA18131,(I),Mike,Doyle,"Doyle, Mike",,D,63033,100.00%,,,220139,99.93%,,,
2950,Pennsylvania,PA,14,,,,,,Party Votes:,D,63033,,,,,,,,
2951,Pennsylvania,PA,14,,,,Scattered,Scattered,,W,,,,,160,0.07%,,,
2952,Pennsylvania,PA,14,,,,,,District Votes:,,63033,,,,220299,,,,
2953,Pennsylvania,PA,15,H4PA15087,,Charles W.,Dent,"Dent, Charles W.",,R,25376,51.50%,,,170634,58.61%,,,
2954,Pennsylvania,PA,15,H4PA15104,,Joe,Pascuzzo,"Pascuzzo, Joe",,R,16152,32.78%,,,,,,,
2955,Pennsylvania,PA,15,H4PA15095,,Brian,O'Neill,"O'Neill, Brian",,R,7749,15.73%,,,,,,,
2956,Pennsylvania,PA,15,,,,,,Party Votes:,R,49277,,,,,,,,
2957,Pennsylvania,PA,15,H4PA15111,,Joe,Driscoll,"Driscoll, Joe",,D,18768,56.36%,,,114646,39.38%,,,
2958,Pennsylvania,PA,15,H4PA15016,,Richard J.,Orloski,"Orloski, Richard J.",,D,14535,43.64%,,,,,,,
2959,Pennsylvania,PA,15,,,,,,Party Votes:,D,33303,,,,,,,,
2960,Pennsylvania,PA,15,H4PA15137,,Richard J.,Piotrowski,"Piotrowski, Richard J.",,LBT,,,,,3660,1.26%,,,
2961,Pennsylvania,PA,15,H4PA15129,,Greta,Browne,"Browne, Greta",,GRN,,,,,2194,0.75%,,,
2962,Pennsylvania,PA,15,,,,Scattered,Scattered,,W,,,,,13,0.00%,,,
2963,Pennsylvania,PA,15,,,,,,District Votes:,,82580,,,,291147,,,,
2964,Pennsylvania,PA,16,H6PA16197,(I),Joseph R.,Pitts,"Pitts, Joseph R.",,R,54345,100.00%,,,183620,64.36%,,,
2965,Pennsylvania,PA,16,,,,,,Party Votes:,R,54345,,,,,,,,
2966,Pennsylvania,PA,16,H4PA16051,,Lois K.,Herr,"Herr, Lois K.",,D,12522,100.00%,,,98410,34.49%,,,
2967,Pennsylvania,PA,16,,,,,,Party Votes:,D,12522,,,,,,,,
2968,Pennsylvania,PA,16,H4PA16069,,William R.,Hagen,"Hagen, William R.",,GRN,,,,,3269,1.15%,,,
2969,Pennsylvania,PA,16,,,,Scattered,Scattered,,W,,,,,14,0.00%,,,
2970,Pennsylvania,PA,16,,,,,,District Votes:,,66867,,,,285313,,,,
2971,Pennsylvania,PA,17,H2PA06080,(I),Tim,Holden,"Holden, Tim",,D,31127,100.00%,,,172412,59.09%,,,
2972,Pennsylvania,PA,17,,,,,,Party Votes:,D,31127,,,,,,,,
2973,Pennsylvania,PA,17,H4PA17067,,Scott,Paterno,"Paterno, Scott",,R,19258,26.78%,,,113592,38.93%,,,
2974,Pennsylvania,PA,17,H4PA00014,,Ron,Hostetler,"Hostetler, Ron",,R,15370,21.37%,,,,,,,
2975,Pennsylvania,PA,17,H4PA17091,,William B.,Lynch,"Lynch, William B.",,R,12172,16.92%,,,,,,,
2976,Pennsylvania,PA,17,H4PA17059,,Susan C. Sue,Helm,"Helm, Susan C. Sue",,R,9128,12.69%,,,,,,,
2977,Pennsylvania,PA,17,H4PA17042,,Frank,Ryan,"Ryan, Frank",,R,9061,12.60%,,,,,,,
2978,Pennsylvania,PA,17,H4PA17075,,Mark,Stewart,"Stewart, Mark",,R,6935,9.64%,,,,,,,
2979,Pennsylvania,PA,17,,,,,,Party Votes:,R,71924,,,,,,,,
2980,Pennsylvania,PA,17,H4PA17109,,Russ,Diamond,"Diamond, Russ",,LBT,,,,,5782,1.98%,,,
2981,Pennsylvania,PA,17,,,,Scattered,Scattered,,W,,,,,7,0.00%,,,
2982,Pennsylvania,PA,17,,,,,,District Votes:,,103051,,,,291793,,,,
2983,Pennsylvania,PA,18,H2PA18143,(I),Tim,Murphy,"Murphy, Tim",,R,47737,100.00%,,,197894,62.76%,,,
2984,Pennsylvania,PA,18,,,,,,Party Votes:,R,47737,,,,,,,,
2985,Pennsylvania,PA,18,H4PA18156,,Mark G.,Boles,"Boles, Mark G.",,D,42743,100.00%,,,117420,37.24%,,,
2986,Pennsylvania,PA,18,,,,,,Party Votes:,D,42743,,,,,,,,
2987,Pennsylvania,PA,18,,,,Scattered,Scattered,,W,,,,,28,0.01%,,,
2988,Pennsylvania,PA,18,,,,,,District Votes:,,90480,,,,315342,,,,
2989,Pennsylvania,PA,19,H0PA19053,(I),Todd,Platts,"Platts, Todd",,R,65207,100.00%,,,224274,91.45%,,,
2990,Pennsylvania,PA,19,,,,,,Party Votes:,R,65207,,,,,,,,
2991,Pennsylvania,PA,19,H4PA19048,,Charles J.,Steel,"Steel, Charles J.",,GRN,,,,,8890,3.62%,,,
2992,Pennsylvania,PA,19,H0PA19129,,Michael Mickey,Paoletta,"Paoletta, Michael Mickey",,LBT,,,,,8456,3.45%,,,
2993,Pennsylvania,PA,19,H2PA19075,,Lester B.,Searer,"Searer, Lester B.",,CON,,,,,3474,1.42%,,,
2994,Pennsylvania,PA,19,,,,Scattered,Scattered,,W,,,,,157,0.06%,,,
2995,Pennsylvania,PA,19,,,,,,District Votes:,,65207,,,,245251,,,,
2996,Pennsylvania,PA,H,,,,,,House Votes:,,1444355,,,,5152274,,,,
2997,Pennsylvania,PA,S,S6PA00100,(I),Arlen,Specter,"Specter, Arlen",,R,530839,50.82%,,,2925080,52.62%,,,
2998,Pennsylvania,PA,S,S4PA00121,,Pat,Toomey,"Toomey, Pat",,R,513693,49.18%,,,,,,,
2999,Pennsylvania,PA,S,,,,,,Party Votes:,R,1044532,,,,,,,,
3000,Pennsylvania,PA,S,S4PA00147,,Joseph M.,Hoeffel,"Hoeffel, Joseph M.",,D,595816,100.00%,,,2334126,41.99%,,,
3001,Pennsylvania,PA,S,,,,,,Party Votes:,D,595816,,,,,,,,
3002,Pennsylvania,PA,S,S4PA00220,,James N.,Clymer,"Clymer, James N.",,CON,,,,,220056,3.96%,,,
3003,Pennsylvania,PA,S,S4PA00238,,Betsy,Summers,"Summers, Betsy",,LBT,,,,,79263,1.43%,,,
3004,Pennsylvania,PA,S,,,,Scattered,Scattered,,W,,,,,580,0.01%,,,
3005,Pennsylvania,PA,S,,,,,,Senate Votes:,,1640348,,,,5559105,,,,
3006,Pennsylvania,PA,,,,,,,Total State Votes:,,3084703,,,,10711379,,,,
3007,Puerto Rico,PR,0,H4PR00079,,Luis,Fortuño,"Fortuño, Luis",,NPP,362328,62.89%,,,956828,48.83%,,,
3008,Puerto Rico,PR,0,H2PR00016,,Carlos Romero ,Barceló,"Barceló, Carlos Romero ",,NPP,151040,26.22%,,,,,,,
3009,Puerto Rico,PR,0,H4PR00053,,Charlie,Rodríguez,"Rodríguez, Charlie",,NPP,37624,6.53%,,,,,,,
3010,Puerto Rico,PR,0,H4PR00087,,Miriam,Ramírez,"Ramírez, Miriam",,NPP,25008,4.34%,,,,,,,
3011,Puerto Rico,PR,0,,,,,Scattered,,W(NPP),84,0.01%,,,,,,,
3012,Puerto Rico,PR,0,,,,,,Party Votes:,NPP,576084,,,,,,,,
3013,Puerto Rico,PR,0,H4PR00061,,Roberto L. Prats ,Palerm,"Palerm, Roberto L. Prats ",,PPD,Unopposed,,,,945691,48.26%,,,
3014,Puerto Rico,PR,0,H0PR00077,,Edwin Irizarry ,Mora,"Mora, Edwin Irizarry ",,PRI,Unopposed,,,,56589,2.89%,,,
3015,Puerto Rico,PR,0,,,,Scattered,Scattered,,W,,,,,445,0.02%,,,
3016,Puerto Rico,PR,0,,,,,,District Votes:,,576084,,,,1959553,,,,
3017,Puerto Rico,PR,0,,,,,,House Votes:,,576084,,,,1959553,,,,
3018,Puerto Rico,PR,,,,,,,Total Votes:,,576084,,,,1959553,,,,
3019,Rhode Island,RI,1,H4RI01034,(I),Patrick J.,Kennedy,"Kennedy, Patrick J.",,D,22684,75.51%,,,124923,64.06%,,,
3020,Rhode Island,RI,1,H4RI01083,,Mark,Binder,"Binder, Mark",,D,7359,24.49%,,,,,,,
3021,Rhode Island,RI,1,,,,,,Party Votes:,D,30043,,,,,,,,
3022,Rhode Island,RI,1,H2RI01145,,David W.,Rogers,"Rogers, David W.",,R,385,100.00%,,,69819,35.80%,,,
3023,Rhode Island,RI,1,,,,,,Party Votes:,R,385,,,,,,,,
3024,Rhode Island,RI,1,,,,Scattered,Scattered,,W,,,,,262,0.13%,,,
3025,Rhode Island,RI,1,H4RI01083,,Mark,Binder,"Binder, Mark",,W,,,,,6,0.00%,,,
3026,Rhode Island,RI,1,,,,,,District Votes:,,30428,,,,195010,,,,
3027,Rhode Island,RI,2,H0RI02139,(I),James R.,Langevin,"Langevin, James R.",,D,19244,85.63%,,,154392,74.53%,,,
3028,Rhode Island,RI,2,H4RI02065,,John D.,Hamilton,"Hamilton, John D.",,D,3230,14.37%,,,,,,,
3029,Rhode Island,RI,2,,,,,,Party Votes:,D,22474,,,,,,,,
3030,Rhode Island,RI,2,H4RI02057,,"Arthur Chuck, III",Barton,"Barton, Arthur Chuck, III",,R,7216,100.00%,,,43139,20.82%,,,
3031,Rhode Island,RI,2,,,,,,Party Votes:,R,7216,,,,,,,,
3032,Rhode Island,RI,2,H4RI02099,,"Edward M., Jr.",Morabito,"Morabito, Edward M., Jr.",,I,,,,,6196,2.99%,,,
3033,Rhode Island,RI,2,H0RI02196,,"Dorman J., Jr.",Hayes,"Hayes, Dorman J., Jr.",,SOC,,,,,3303,1.59%,,,
3034,Rhode Island,RI,2,,,,Scattered,Scattered,,W,,,,,130,0.06%,,,
3035,Rhode Island,RI,2,H4RI01034,,Patrick,Kennedy,"Kennedy, Patrick",,W,,,,,5,0.00%,,,
3036,Rhode Island,RI,2,,,,,,District Votes:,,29690,,,,207165,,,,
3037,Rhode Island,RI,H,,,,,,House Votes:,,60118,,,,402175,,,,
3038,Rhode Island,RI,,,,,,,Total State Votes:,,60118,,,,402175,,,,
3039,South Carolina,SC,1,H0SC01071,(I),Henry,Brown,"Brown, Henry",,R,47066,83.46%,,,186448,87.82%,,,
3040,South Carolina,SC,1,H0SC01170,,Bob,Batchelder,"Batchelder, Bob",,R,9326,16.54%,,,,,,,
3041,South Carolina,SC,1,,,,,,Party Votes:,R,56392,,,,,,,,
3042,South Carolina,SC,1,H2SC01051,,James E.,Dunn,"Dunn, James E.",,GRN,,,,,25674,14.12%,,,
3043,South Carolina,SC,1,,,,Scattered,Scattered,,W,,,,,186,0.09%,,,
3044,South Carolina,SC,1,,,,,,District Votes:,,56392,,,,212308,,,,
3045,South Carolina,SC,2,H2SC02059,(I),Joe,Wilson,"Wilson, Joe",,R,Unopposed,,,,181862,64.98%,,,
3046,South Carolina,SC,2,H4SC02048,,Michael Ray,Ellisor,"Ellisor, Michael Ray",,D,Unopposed,,,,93249,33.32%,,,
3047,South Carolina,SC,2,H2SC02117,,Steve,Lefemine,"Lefemine, Steve",,CON,,,,,4447,1.59%,,,
3048,South Carolina,SC,2,,,,Scattered,Scattered,,W,,,,,312,0.11%,,,
3049,South Carolina,SC,2,,,,,,District Votes:,,n/a,,,,279870,,,,
3050,South Carolina,SC,3,H2SC03057,(I),J. Gresham,Barrett,"Barrett, J. Gresham",,R,Unopposed,,,,191052,99.51%,,,
3051,South Carolina,SC,3,,,,Scattered,Scattered,,W,,,,,947,0.49%,,,
3052,South Carolina,SC,3,,,,,,District Votes:,,n/a,,,,191999,,,,
3053,South Carolina,SC,4,H2SC04022,,Bob,Inglis,"Inglis, Bob",,R,52125,84.22%,,,188795,69.77%,,,
3054,South Carolina,SC,4,H4SC04044,,Carole,Wells,"Wells, Carole",,R,7140,11.54%,,,,,,,
3055,South Carolina,SC,4,H4SC04051,,Jack,Adams,"Adams, Jack",,R,2628,4.25%,,,,,,,
3056,South Carolina,SC,4,,,,,,Party Votes:,R,61893,,,,,,,,
3057,South Carolina,SC,4,H4SC04077,,Brandon P.,Brown,"Brown, Brandon P.",,D,8895,58.75%,,,78376,28.96%,,,
3058,South Carolina,SC,4,H4SC04069,,Andrew,Wittman,"Wittman, Andrew",,D,6245,41.25%,,,,,,,
3059,South Carolina,SC,4,,,,,,Party Votes:,D,15140,,,,,,,,
3060,South Carolina,SC,4,H6SC04130,,C. Faye,Walters,"Walters, C. Faye",,GRN,,,,,3273,1.21%,,,
3061,South Carolina,SC,4,,,,Scattered,Scattered,,W,,,,,150,0.06%,,,
3062,South Carolina,SC,4,,,,,,District Votes:,,77033,,,,270594,,,,
3063,South Carolina,SC,5,H2SC05052,(I),John,Spratt,"Spratt, John",,D,Unopposed,,,,152867,63.03%,,,
3064,South Carolina,SC,5,H4SC05041,,Albert F.,Spencer,"Spencer, Albert F.",,R,Unopposed,,,,89568,36.93%,,,
3065,South Carolina,SC,5,,,,Scattered,Scattered,,W,,,,,83,0.03%,,,
3066,South Carolina,SC,5,,,,,,District Votes:,,n/a,,,,242518,,,,
3067,South Carolina,SC,6,H2SC02042,(I),"James E. ""Jim""",Clyburn,"Clyburn, James E. ""Jim""",,D,Unopposed,,,,161987,66.98%,,,
3068,South Carolina,SC,6,H4SC06064,,Gary,McLeod,"McLeod, Gary",,R,16855,78.77%,,,75443,31.20%,,,
3069,South Carolina,SC,6,H4SC06072,,Michael,Reino,"Reino, Michael",,R,4544,21.23%,,,,,,,
3070,South Carolina,SC,6,,,,,,Party Votes:,R,21399,,,,,,,,
3071,South Carolina,SC,6,H4SC06064,,Gary,McLeod,"McLeod, Gary",,CON,,,,,4157,1.72%,,,
3072,South Carolina,SC,6,,,,Scattered,Scattered,,W,,,,,242,0.10%,,,
3073,South Carolina,SC,6,,,,,,District Votes:,,21399,,,,241829,,,,
3074,South Carolina,SC,H,,,,,,House Votes:,,154824,,,,1439118,,,,
3075,South Carolina,SC,S,S4SC00083,,Jim,DeMint,"DeMint, Jim",,R,77567,26.32%,154644,59.22%,857167,53.67%,,,
3076,South Carolina,SC,S,S4SC00166,,David,Beasley,"Beasley, David",,R,107847,36.60%,106480,40.78%,,,,,
3077,South Carolina,SC,S,S4SC00109,,Thomas,Ravenel,"Ravenel, Thomas",,R,73167,24.83%,,,,,,,
3078,South Carolina,SC,S,S4SC00091,,Charlie,Condon,"Condon, Charlie",,R,27694,9.40%,,,,,,,
3079,South Carolina,SC,S,S4SC00117,,Mark,McBride,"McBride, Mark",,R,6479,2.20%,,,,,,,
3080,South Carolina,SC,S,S4SC00158,,Orly Benny,Davis,"Davis, Orly Benny",,R,1915,0.65%,,,,,,,
